motor,target_ratio,actual_ratio,gearbox,mass,efficiency,cost,ratio_error
U8,11.5,11.5,CPG,0.738,0.947,-0.3909830770141254,0.0
U8,11.6,11.614617940199336,CPG,0.75,0.948,-0.2416922862075429,0.014617940199336488
U8,11.7,11.700980392156865,CPG,0.727,0.939,-0.3797246784772204,0.0009803921568654062
U8,11.8,11.801242236024844,CPG,0.751,0.949,-0.3757626484350724,0.0012422360248436348
U8,11.9,11.902597402597404,CPG,0.753,0.949,-0.3613055925529149,0.0025974025974040416
U8,12.0,12.0,CPG,0.708,0.944,-0.3990202253774983,0.0
U8,12.1,12.088145896656536,CPG,0.754,0.95,-0.2689433802784247,0.011854103343463152
U8,12.2,12.19047619047619,CPG,0.755,0.949,-0.2914181474716479,0.00952380952380949
U8,12.3,12.308970099667777,CPG,0.757,0.948,-0.2959325156394946,0.008970099667775955
U8,12.4,12.4,CPG,0.731,0.941,-0.3891905397137567,0.0
U8,12.5,12.5,CPG,0.721,0.945,-0.3949996430433178,0.0
U8,12.6,12.597402597402596,CPG,0.759,0.949,-0.3590901924921692,0.0025974025974040416
U8,12.7,12.70408163265306,CPG,0.739,0.939,-0.3444404318226115,0.004081632653059941
U8,12.8,12.7875,CPG,0.756,0.944,-0.257991049057359,0.012500000000001066
U8,12.9,12.892857142857142,CPG,0.763,0.947,-0.3110879562087112,0.007142857142858006
U8,13.0,13.0,CPG,0.741,0.936,-0.3827710141997848,0.0
U8,13.1,13.090909090909088,CPG,0.738,0.938,-0.2941457081215256,0.009090909090911481
U8,13.2,13.181184668989546,CPG,0.765,0.947,-0.1939608491712506,0.01881533101045285
U8,13.3,13.291666666666666,CPG,0.746,0.934,-0.2964663822627336,0.008333333333334636
U8,13.4,13.370689655172416,CPG,0.763,0.943,-0.0868955692679622,0.02931034482758399
U8,13.5,13.529411764705882,CPG,0.775,0.943,-0.0822569013167644,0.02941176470588225
U8,13.6,13.6,CPG,0.763,0.944,-0.3807650123877471,0.0
U8,13.7,13.620689655172416,CPG,0.747,0.935,0.4130082683320769,0.07931034482758292
U8,13.8,13.812244897959184,CPG,0.776,0.944,-0.2539720124116853,0.012244897959183376
U8,13.9,13.87192118226601,CPG,0.747,0.94,-0.1023179286819743,0.02807881773398968
U8,14.0,13.995535714285714,CPG,0.771,0.942,-0.3321313668006135,0.004464285714286476
U8,14.1,14.095238095238097,CPG,0.777,0.945,-0.328779944501577,0.004761904761902969
U8,14.2,14.21551724137931,CPG,0.77,0.943,-0.2225624780618935,0.01551724137931032
U8,14.3,14.285714285714285,CPG,0.753,0.934,-0.2343673420010013,0.014285714285716011
U8,14.4,14.414746543778802,CPG,0.788,0.941,-0.2230069083381627,0.014746543778802135
U8,14.5,14.53061224489796,CPG,0.756,0.939,-0.0733852795248417,0.03061224489795933
U8,14.6,14.648979591836737,CPG,0.783,0.944,0.1158064955420389,0.04897959183673706
U8,14.7,14.6875,CPG,0.788,0.942,-0.2458852547655267,0.01249999999999929
U8,14.8,14.79310344827586,CPG,0.797,0.939,-0.2976018788472009,0.0068965517241412755
U8,14.9,14.875,CPG,0.778,0.942,-0.1244692959915568,0.025000000000000355
U8,15.0,14.96103896103896,CPG,0.789,0.943,0.0184067574235472,0.03896103896103931
U8,15.1,15.057142857142855,CPG,0.796,0.94,0.0612996652988702,0.04285714285714448
U8,15.2,15.238095238095235,WPG,0.757,0.89,8.521602919965755,0.038095238095236184
U8,15.3,15.32258064516129,CPG,0.796,0.941,0.8579471783036917,0.022580645161289326
U8,15.4,15.32258064516129,CPG,0.796,0.941,0.8579471783036917,0.07741935483871032
U8,15.5,15.489795918367347,CPG,0.806,0.938,-0.260873494021734,0.010204081632652517
U8,15.6,15.589285714285714,CPG,0.796,0.942,-0.2611954786392554,0.01071428571428612
U8,15.7,15.74384236453202,CPG,0.805,0.939,0.0745899676286294,0.043842364532020284
U8,15.8,15.74384236453202,CPG,0.805,0.939,0.0745899676286294,0.05615763546798114
U8,15.9,16.0,CPG,0.804,0.94,0.6353821395995648,0.09999999999999964
U8,16.0,16.0,CPG,0.804,0.94,0.6353821395995648,0.0
U8,16.1,16.11111111111111,WPG,0.729,0.895,6.685281784075794,0.011111111111109295
U8,16.2,16.2,WPG,0.713,0.893,7.372338814541582,0.0
U8,16.3,16.244444444444444,WPG,0.818,0.891,8.373009446381609,0.055555555555557135
U8,16.4,16.479591836734695,CPG,0.814,0.938,1.435788419480956,0.07959183673469639
U8,16.5,16.479591836734695,CPG,0.814,0.938,1.435788419480956,0.020408163265305035
U8,16.6,16.615384615384617,WPG,0.819,0.9,8.66392539269729,0.01538461538461533
U8,16.7,16.724137931034484,CPG,0.813,0.939,-0.1197569908363472,0.024137931034484694
U8,16.8,16.724137931034484,CPG,0.813,0.939,-0.1197569908363472,0.07586206896551673
U8,16.9,16.88888888888889,WPG,0.78,0.887,10.117341517776238,0.011111111111109295
U8,17.0,16.96969696969697,WPG,0.776,0.919,9.01314397948564,0.030303030303031164
U8,17.1,17.1,WPG,0.779,0.904,9.941722852879234,0.0
U8,17.2,17.185185185185187,WPG,0.79,0.908,6.228900707865827,0.014814814814812394
U8,17.3,17.333333333333332,WPG,0.781,0.914,9.587432302743396,0.03333333333333144
U8,17.4,17.333333333333332,WPG,0.781,0.914,9.587432302743396,0.06666666666666643
U8,17.5,17.5,WPG,0.746,0.893,7.662675084345007,0.0
U8,17.6,17.571428571428573,WPG,0.788,0.899,9.430397213764564,0.02857142857142847
U8,17.7,17.704545454545453,WPG,0.789,0.906,9.377226618405562,0.004545454545453964
U8,17.8,17.82716049382716,WPG,0.789,0.908,10.29101504848705,0.027160493827160792
U8,17.9,17.88888888888889,WPG,0.753,0.877,8.06745497872666,0.011111111111109295
U8,18.0,18.0,WPG,0.756,0.879,7.440090224661003,0.0
U8,18.1,18.05128205128205,WPG,0.809,0.855,7.237869291359641,0.04871794871795032
U8,18.2,18.22222222222222,WPG,0.795,0.911,9.570055257497492,0.022222222222222143
U8,18.3,18.22222222222222,WPG,0.795,0.911,9.570055257497492,0.07777777777777928
U8,18.4,18.416666666666668,WPG,0.812,0.882,6.559028666585427,0.016666666666669272
U8,18.5,18.5,WPG,0.8,0.901,11.173560660259009,0.0
U8,18.6,18.6,WPG,0.763,0.895,7.191935989993366,0.0
U8,18.7,18.7012987012987,WPG,0.805,0.897,10.38854564856388,0.0012987012987011326
U8,18.8,18.742857142857144,WPG,0.812,0.874,10.50832665693889,0.05714285714285694
U8,18.9,18.88888888888889,WPG,0.81,0.887,10.675098725621307,0.011111111111109295
U8,19.0,19.0,WPG,0.807,0.911,10.936093993506704,0.0
U8,19.1,19.133333333333333,WPG,0.809,0.914,10.004460596464588,0.03333333333333144
U8,19.2,19.2,WPG,0.8,0.883,12.33599569560149,0.0
U8,19.3,19.33333333333333,WPG,0.772,0.877,8.385275354965595,0.033333333333327886
U8,19.4,19.40625,WPG,0.757,0.875,9.19364180354331,0.006250000000001421
U8,19.5,19.52777777777778,WPG,0.816,0.905,11.724479047513553,0.027777777777778567
U8,19.6,19.6,WPG,0.779,0.851,9.25255317467989,0.0
U8,19.7,19.692307692307693,WPG,0.826,0.873,11.392734604577331,0.007692307692305889
U8,19.8,19.753086419753085,WPG,0.819,0.908,10.764549391914978,0.04691358024691539
U8,19.9,19.91111111111111,WPG,0.826,0.895,7.498308166746838,0.011111111111112848
U8,20.0,20.0,WPG,0.786,0.852,8.675060897487512,0.0
U8,20.1,20.09090909090909,WPG,0.828,0.885,11.741867770182132,0.009090909090911481
U8,20.2,20.25,WPG,0.813,0.898,12.698015891190677,0.05000000000000071
U8,20.3,20.25,WPG,0.813,0.898,12.698015891190677,0.05000000000000071
U8,20.4,20.428571428571427,WPG,0.829,0.916,11.32784483653382,0.02857142857142847
U8,20.5,20.5,WPG,0.845,0.853,11.86955874789204,0.0
U8,20.6,20.58333333333333,WPG,0.832,0.901,11.71653576240162,0.016666666666672825
U8,20.7,20.727272727272727,WPG,0.834,0.912,11.937701700997192,0.027272727272727337
U8,20.8,20.8,WPG,0.842,0.871,12.424587096847524,0.0
U8,20.9,20.88571428571429,WPG,0.889,0.874,11.149555142519644,0.014285714285708906
U8,21.0,21.0,WPG,0.838,0.911,11.405822098965649,0.0
U8,21.1,21.142857142857142,WPG,0.841,0.907,12.67022672327326,0.04285714285714093
U8,21.2,21.25,WPG,0.799,0.889,9.382316328215808,0.05000000000000071
U8,21.3,21.25,WPG,0.799,0.889,9.382316328215808,0.05000000000000071
U8,21.4,21.357142857142858,WPG,0.762,0.871,7.088878314915913,0.04285714285714093
U8,21.5,21.53333333333333,WPG,0.851,0.883,13.02200788214432,0.03333333333333144
U8,21.6,21.60606060606061,WPG,0.807,0.852,9.03201808392892,0.006060606060607654
U8,21.7,21.714285714285715,WPG,0.836,0.901,13.552189865708472,0.014285714285716011
U8,21.8,21.77777777777778,WPG,0.851,0.908,11.25726630730373,0.022222222222222143
U8,21.9,21.923076923076923,WPG,0.902,0.889,10.896069775227998,0.02307692307692477
U8,22.0,22.0,WPG,0.795,0.829,5.681744790911162,0.0
U8,22.1,22.10909090909091,WPG,0.863,0.869,13.643992907145972,0.009090909090907928
U8,22.2,22.257142857142856,WPG,0.86,0.895,12.12540791138238,0.05714285714285694
U8,22.3,22.275,WPG,0.859,0.879,8.378696247376874,0.02500000000000213
U8,22.4,22.38888888888889,WPG,0.814,0.877,9.041439206314092,0.011111111111109295
U8,22.5,22.5,WPG,0.851,0.894,14.677493939733983,0.0
U8,22.6,22.5625,WPG,0.864,0.898,13.32504445374722,0.03750000000000142
U8,22.7,22.666666666666668,WPG,0.818,0.878,10.578425535878452,0.03333333333333144
U8,22.8,22.77777777777778,WPG,0.867,0.901,12.279882946680502,0.022222222222222143
U8,22.9,22.857142857142858,WPG,0.867,0.912,12.414628632227451,0.04285714285714093
U8,23.0,23.0,WPG,0.824,0.851,10.031081050839228,0.0
U8,23.1,23.142857142857142,WPG,0.923,0.874,11.764097146853446,0.04285714285714093
U8,23.2,23.22222222222222,WPG,0.921,0.887,11.889043132647998,0.022222222222222143
U8,23.3,23.296296296296298,WPG,0.864,0.881,14.571217264838952,0.0037037037037030984
U8,23.4,23.4,WPG,0.876,0.907,13.207857778478656,0.0
U8,23.5,23.5,WPG,0.968,0.855,11.697170075840235,0.0
U8,23.6,23.59183673469388,WPG,0.829,0.885,10.884816469718952,0.008163265306119882
U8,23.7,23.68,WPG,0.873,0.867,15.09179229259184,0.019999999999999574
U8,23.8,23.785714285714285,WPG,0.87,0.889,14.685631834118157,0.014285714285716011
U8,23.9,23.916666666666668,WPG,0.884,0.905,12.812732237221583,0.016666666666669272
U8,24.0,24.0,WPG,0.873,0.902,14.96710764597665,0.0
U8,24.1,24.126984126984127,WPG,0.889,0.902,14.178108273195337,0.026984126984125112
U8,24.2,24.126984126984127,WPG,0.889,0.902,14.178108273195337,0.07301587301587276
U8,24.3,24.369230769230768,WPG,0.941,0.873,12.74216370586004,0.06923076923076721
U8,24.4,24.369230769230768,WPG,0.941,0.873,12.74216370586004,0.03076923076923066
U8,24.5,24.571428571428573,WPG,0.896,0.895,12.73084307076326,0.07142857142857295
U8,24.6,24.571428571428573,WPG,0.896,0.895,12.73084307076326,0.02857142857142847
U8,24.7,24.703703703703702,WPG,0.846,0.849,11.25226748166978,0.0037037037037030984
U8,24.8,24.8,WPG,0.848,0.851,10.431424456693806,0.0
U8,24.9,24.88888888888889,WPG,0.92,0.818,15.426515936020882,0.011111111111109295
U8,25.0,25.0,WPG,0.902,0.898,13.959465798407626,0.0
U8,25.1,25.107142857142858,WPG,0.891,0.895,15.377822022216495,0.007142857142856229
U8,25.2,25.142857142857142,WPG,0.852,0.874,12.244949414102027,0.05714285714285694
U8,25.3,25.27777777777778,WPG,0.866,0.813,12.441110752731444,0.022222222222222143
U8,25.5,25.5,WPG,0.855,0.89,11.71048585433948,0.0
U8,25.6,25.6,WPG,0.859,0.865,11.42399709842022,0.0
U8,25.7,25.666666666666668,WPG,0.864,0.842,13.0530069366266,0.03333333333333144
U8,25.8,25.8,WPG,0.919,0.871,13.839411297789354,0.0
U8,25.9,25.88235294117647,WPG,0.979,0.82,14.397023565571036,0.017647058823527573
U8,26.0,26.0,WPG,0.921,0.881,15.3567136628565,0.0
U8,26.1,26.133333333333333,WPG,0.935,0.732,8.747881848434998,0.03333333333333144
U8,26.2,26.133333333333333,WPG,0.935,0.732,8.747881848434998,0.06666666666666643
U8,26.3,26.363636363636363,WPG,0.875,0.801,12.707336150039838,0.0636363636363626
U8,26.4,26.363636363636363,WPG,0.875,0.801,12.707336150039838,0.036363636363635266
U8,26.5,26.52,WPG,0.931,0.867,15.945386284116775,0.019999999999999574
U8,26.6,26.6,WPG,0.929,0.883,14.42762248717533,0.0
U8,26.7,26.714285714285715,WPG,0.872,0.881,12.888233303071,0.014285714285716011
U8,26.8,26.78787878787879,WPG,0.922,0.852,10.188041005257508,0.012121212121211755
U8,26.9,26.892307692307693,WPG,0.981,0.873,13.421353131138597,0.007692307692305889
U8,27.0,27.0,WPG,0.881,0.845,12.377774162118934,0.0
U8,27.1,27.125,WPG,0.885,0.802,12.07915008054237,0.02499999999999858
U8,27.2,27.23809523809524,WPG,0.831,0.843,9.547836610091933,0.03809523809524151
U8,27.3,27.272727272727277,WPG,0.985,0.885,13.727925268090257,0.027272727272723785
U8,27.4,27.40740740740741,WPG,0.928,0.897,16.7230972093397,0.00740740740740975
U8,27.5,27.49090909090909,WPG,0.945,0.87,15.188441874886568,0.009090909090911481
U8,27.6,27.5625,WPG,0.944,0.898,14.614667373331054,0.03750000000000142
U8,27.8,27.857142857142858,WPG,0.949,0.895,16.119094066965836,0.05714285714285694
U8,27.9,27.857142857142858,WPG,0.949,0.895,16.119094066965836,0.04285714285714093
U8,28.0,28.0,WPG,0.892,0.862,12.980730978804662,0.0
U8,28.1,28.115384615384617,WPG,0.958,0.85,15.472834948025586,0.01538461538461533
U8,28.2,28.2,WPG,1.005,0.853,14.072659058140324,0.0
U8,28.3,28.33333333333333,WPG,0.895,0.874,12.923433042872816,0.033333333333327886
U8,28.4,28.444444444444443,WPG,0.883,0.869,14.45143510027833,0.04444444444444429
U8,28.5,28.5,WPG,0.948,0.89,18.13507698151567,0.0
U8,28.6,28.6,WPG,0.91,0.809,15.084704302644951,0.0
U8,28.7,28.703703703703702,WPG,0.9,0.849,12.150799385558056,0.0037037037037030984
U8,28.8,28.85185185185185,WPG,0.966,0.881,16.149722891313644,0.05185185185185048
U8,28.9,28.85185185185185,WPG,0.966,0.881,16.149722891313644,0.048148148148147385
U8,29.0,29.0,WPG,0.889,0.846,13.264571239142354,0.0
U8,29.1,29.166666666666668,WPG,0.91,0.842,13.857091353571452,0.06666666666666643
U8,29.2,29.166666666666668,WPG,0.91,0.842,13.857091353571452,0.03333333333333144
U8,29.3,29.285714285714285,WPG,0.972,0.89,16.194044221531637,0.014285714285716011
U8,29.4,29.33333333333333,WPG,0.972,0.902,15.469650411148548,0.06666666666666998
U8,29.5,29.46938775510204,WPG,0.962,0.886,17.785654832856505,0.03061224489795933
U8,29.6,29.571428571428573,WPG,0.86,0.843,9.945717302437266,0.02857142857142847
U8,29.7,29.6875,WPG,0.863,0.794,11.551685097443386,0.01249999999999929
U8,29.8,29.75,WPG,0.984,0.849,16.837159614054407,0.05000000000000071
U8,30.0,30.0,WPG,0.918,0.881,13.55927906216247,0.0
U8,30.3,30.4,WPG,0.991,0.87,15.991629618837107,0.09999999999999787
U8,30.4,30.4,WPG,0.991,0.87,15.991629618837107,0.0
U8,30.5,30.545454545454547,WPG,0.933,0.811,14.523686057145806,0.045454545454546746
U8,30.6,30.6,WPG,0.973,0.851,11.72083584007502,0.0
U8,30.7,30.75,WPG,0.996,0.895,16.868587279439947,0.05000000000000071
U8,30.8,30.814814814814813,WPG,0.93,0.849,12.612331829937464,0.014814814814812394
U8,30.9,30.814814814814813,WPG,0.93,0.849,12.612331829937464,0.08518518518518547
U8,31.0,31.0,WPG,0.922,0.853,16.673016982460727,0.0
U8,31.1,31.085714285714285,WPG,0.935,0.858,14.982200361309808,0.014285714285716011
U8,31.2,31.25,WPG,0.936,0.846,13.790360542864017,0.05000000000000071
U8,31.3,31.25,WPG,0.936,0.846,13.790360542864017,0.05000000000000071
U8,31.4,31.45,WPG,0.939,0.862,13.72093517761552,0.05000000000000071
U8,31.5,31.45,WPG,0.939,0.862,13.72093517761552,0.05000000000000071
U8,31.6,31.666666666666668,WPG,0.998,0.89,18.98333384285437,0.06666666666666643
U8,31.7,31.714285714285715,WPG,1.003,0.874,20.03313816503943,0.014285714285716011
U8,31.8,31.85185185185185,WPG,1.015,0.881,16.963367538308518,0.05185185185185048
U8,31.9,31.875,WPG,0.947,0.839,15.706039185174,0.02499999999999858
U8,32.0,32.0,WPG,1.019,0.865,18.786117616352,0.0
U8,32.1,32.111111111111114,WPG,0.948,0.869,15.25987110104925,0.011111111111112848
U8,32.2,32.25,WPG,1.021,0.89,16.972207769113588,0.04999999999999716
U8,32.3,32.25,WPG,1.021,0.89,16.972207769113588,0.04999999999999716
U8,32.5,32.5,WPG,0.895,0.794,12.067423937385858,0.0
U8,32.6,32.57142857142857,WPG,0.882,0.791,13.299145672930402,0.028571428571432023
U8,32.7,32.68,WPG,1.028,0.868,17.691352790028365,0.020000000000003126
U8,32.8,32.76190476190476,WPG,1.036,0.816,18.6168163054521,0.03809523809523796
U8,32.9,32.888888888888886,WPG,0.96,0.842,14.683086726204875,0.011111111111112848
U8,33.0,33.0,WPG,0.961,0.849,13.081593867222306,0.0
U8,33.1,33.1578947368421,WPG,1.107,0.759,18.869498941871427,0.057894736842101224
U8,33.2,33.1578947368421,WPG,1.107,0.759,18.869498941871427,0.0421052631579002
U8,33.3,33.291666666666664,WPG,1.089,0.818,17.165507217960705,0.00833333333333286
U8,33.4,33.476190476190474,WPG,1.031,0.881,20.938582144664775,0.07619047619047592
U8,33.5,33.476190476190474,WPG,1.031,0.881,20.938582144664775,0.0238095238095255
U8,33.6,33.583333333333336,WPG,0.92,0.803,13.76562005388578,0.01666666666666572
U8,33.7,33.785714285714285,WPG,1.046,0.895,17.638787800392716,0.08571428571428186
U8,33.8,33.785714285714285,WPG,1.046,0.895,17.638787800392716,0.014285714285712459
U8,34.0,34.0,WPG,1.054,0.845,20.38433730072141,0.0
U8,34.2,34.22222222222222,WPG,0.919,0.722,14.778293731782588,0.02222222222221859
U8,34.3,34.34615384615385,WPG,1.1,0.85,17.24012443606378,0.04615384615384954
U8,34.4,34.34615384615385,WPG,1.1,0.85,17.24012443606378,0.05384615384615188
U8,34.5,34.46153846153846,WPG,1.063,0.815,20.105654843603883,0.0384615384615401
U8,34.6,34.61538461538461,WPG,1.062,0.803,13.067073851076726,0.015384615384611777
U8,34.7,34.75555555555555,WPG,1.11,0.817,18.356206996799354,0.05555555555555003
U8,34.8,34.75555555555555,WPG,1.11,0.817,18.356206996799354,0.04444444444444429
U8,34.9,34.97142857142857,WPG,0.988,0.858,15.829273353015449,0.0714285714285694
U8,35.0,35.0,WPG,0.935,0.83,14.480370814830556,0.0
U8,35.1,35.1,WPG,1.057,0.862,21.244092058864,0.0
U8,35.2,35.2,WPG,0.979,0.854,17.63521013155467,0.0
U8,35.3,35.285714285714285,WPG,1.059,0.874,21.054875626542657,0.014285714285712459
U8,35.4,35.357142857142854,WPG,0.982,0.836,18.06747176833409,0.04285714285714448
U8,35.5,35.46666666666667,WPG,1.075,0.865,19.76894725850011,0.03333333333333144
U8,35.6,35.65,WPG,0.996,0.799,15.860606765850656,0.04999999999999716
U8,35.7,35.714285714285715,WPG,0.932,0.791,10.043037509923602,0.014285714285712459
U8,35.8,35.714285714285715,WPG,0.932,0.791,10.043037509923602,0.08571428571428186
U8,36.0,36.0,WPG,1.077,0.869,23.551272888108187,0.0
U8,36.4,36.41666666666666,WPG,0.894,0.787,11.289311195282869,0.016666666666658614
U8,36.5,36.41666666666666,WPG,0.894,0.787,11.289311195282869,0.08333333333334281
U8,36.7,36.75,WPG,0.902,0.72,11.390799254033611,0.04999999999999716
U8,36.8,36.833333333333336,WPG,1.087,0.842,22.7335044233518,0.033333333333338544
U8,36.9,36.833333333333336,WPG,1.087,0.842,22.7335044233518,0.06666666666666288
U8,37.0,37.0,WPG,1.019,0.809,17.048196629705924,0.0
U8,37.1,37.142857142857146,WPG,1.09,0.881,21.951473458742637,0.04285714285714448
U8,37.2,37.142857142857146,WPG,1.09,0.881,21.951473458742637,0.05714285714285694
U8,37.5,37.5925925925926,WPG,1.073,0.849,14.08498260108692,0.09259259259260233
U8,37.6,37.5925925925926,WPG,1.073,0.849,14.08498260108692,0.007407407407399091
U8,37.7,37.8,WPG,1.114,0.845,21.49386138115441,0.09999999999999432
U8,37.8,37.8,WPG,1.114,0.845,21.49386138115441,0.0
U8,38.0,38.0,WPG,1.136,0.686,15.808543611259791,0.0
U8,38.2,38.266666666666666,WPG,1.139,0.755,23.96179562059006,0.06666666666666288
U8,38.3,38.266666666666666,WPG,1.139,0.755,23.96179562059006,0.03333333333333144
U8,38.4,38.4,WPG,1.034,0.799,16.483665563519587,0.0
U8,38.5,38.5,WPG,1.125,0.878,20.154150856337942,0.0
U8,38.6,38.63636363636363,WPG,1.081,0.8,15.535613030077972,0.03636363636363171
U8,38.7,38.63636363636363,WPG,1.081,0.8,15.535613030077972,0.06363636363636971
U8,38.8,38.78787878787879,WPG,1.135,0.812,23.89486437007948,0.012121212121208202
U8,38.9,38.86363636363637,WPG,1.129,0.847,20.487526699841958,0.03636363636363171
U8,39.0,39.0,WPG,0.972,0.791,14.50443028245156,0.0
U8,39.1,39.11111111111112,WPG,1.135,0.865,20.772890859740308,0.011111111111119953
